TransactionID,Year,Month,SalePrice_GBP,ProfitMarginPct,Profit_GBP,BuyerAgeGroup,BuyerGender,BuyerRegion,PurchaseChannel,ResaleIntent
856,2024,2,7503.07,28.8,2160.88,30–44,Male,North England,Authorized Dealer,Sell Within 3y
857,2024,1,4703.91,36.0,1693.41,30–44,Female,London,Authorized Dealer,Hold Long-Term
858,2024,7,11677.61,43.1,5033.05,60+,Male,North England,Pre-Owned Dealer,Trade-In
859,2023,4,9063.61,41.0,3716.08,30–44,Female,Wales,Authorized Dealer,Trade-In
860,2023,4,6158.0,43.4,2672.57,60+,Male,Midlands,Authorized Dealer,Hold Long-Term
861,2024,9,4048.28,40.4,1635.51,45–59,Male,North England,Pre-Owned Dealer,Hold Long-Term
862,2024,1,14500.96,34.6,5017.33,45–59,Non-binary/Other,South East,Authorized Dealer,Hold Long-Term
863,2023,6,6264.4,38.9,2436.85,60+,Female,North England,Online Boutique,Hold Long-Term
864,2024,5,9638.55,45.1,4346.99,45–59,Male,London,Pre-Owned Dealer,Sell Within 3y
865,2024,11,3038.36,46.3,1406.76,45–59,Male,London,Authorized Dealer,Hold Long-Term
866,2023,8,7027.08,28.5,2002.72,Under 30,Female,London,Authorized Dealer,Trade-In
867,2024,12,9142.52,37.9,3465.02,60+,Male,South East,Authorized Dealer,Sell Within 3y
868,2023,7,2748.06,33.0,906.86,Under 30,Female,North England,Authorized Dealer,Hold Long-Term
869,2023,1,7443.7,41.0,3051.92,60+,Male,London,Pre-Owned Dealer,Hold Long-Term
870,2024,4,11190.4,39.7,4442.59,45–59,Male,South East,Pre-Owned Dealer,Trade-In
871,2024,6,3644.87,36.4,1326.73,60+,Male,North England,Authorized Dealer,Trade-In
872,2024,6,6309.29,32.9,2075.76,45–59,Non-binary/Other,South East,Authorized Dealer,Hold Long-Term
873,2024,1,5769.12,38.5,2221.11,60+,Male,North England,Authorized Dealer,Trade-In
874,2023,4,5143.1,35.9,1846.37,60+,Male,North England,Authorized Dealer,Hold Long-Term
875,2024,3,5149.08,37.1,1910.31,30–44,Male,London,Pre-Owned Dealer,Hold Long-Term
876,2024,6,4607.59,35.6,1640.3,45–59,Male,Scotland,Pre-Owned Dealer,Hold Long-Term
877,2023,5,4854.31,38.0,1844.64,30–44,Female,Scotland,Authorized Dealer,Sell Within 3y
878,2024,10,6469.56,36.4,2354.92,Under 30,Male,London,Authorized Dealer,Trade-In
879,2023,8,6849.19,40.4,2767.07,45–59,Female,South East,Authorized Dealer,Trade-In
880,2024,8,3852.34,22.6,870.63,45–59,Female,Midlands,Authorized Dealer,Trade-In
881,2024,9,5193.6,35.1,1822.95,60+,Male,North England,Authorized Dealer,Sell Within 3y
882,2024,6,6908.87,33.9,2342.11,30–44,Female,South East,Authorized Dealer,Hold Long-Term
883,2024,5,10786.18,37.9,4087.96,Under 30,Male,London,Authorized Dealer,Hold Long-Term
884,2024,3,10836.35,40.6,4399.56,60+,Male,Wales,Pre-Owned Dealer,Sell Within 3y
885,2023,5,6559.56,37.4,2453.28,45–59,Male,South East,Authorized Dealer,Sell Within 3y
886,2023,3,6949.95,36.7,2550.63,30–44,Male,London,Authorized Dealer,Trade-In
887,2023,6,3734.15,33.9,1265.88,30–44,Female,Midlands,Pre-Owned Dealer,Trade-In
888,2023,10,6839.78,40.0,2735.91,60+,Male,North England,Pre-Owned Dealer,Sell Within 3y
889,2024,11,3084.25,45.5,1403.33,30–44,Male,North England,Online Boutique,Sell Within 3y
890,2024,4,5672.51,38.5,2183.92,45–59,Female,North England,Authorized Dealer,Sell Within 3y
891,2024,5,3901.33,37.5,1463.0,60+,Female,South East,Authorized Dealer,Sell Within 3y
892,2024,9,4870.11,38.5,1874.99,60+,Male,London,Authorized Dealer,Sell Within 3y
893,2023,11,7007.52,33.6,2354.53,60+,Male,London,Pre-Owned Dealer,Hold Long-Term
894,2024,2,7205.18,32.4,2334.48,Under 30,Male,Midlands,Authorized Dealer,Sell Within 3y
895,2024,6,11017.06,32.2,3547.49,Under 30,Male,London,Online Boutique,Hold Long-Term
896,2024,2,7240.84,37.2,2693.59,60+,Male,Scotland,Authorized Dealer,Hold Long-Term
897,2024,4,5383.98,39.9,2148.21,60+,Female,Scotland,Authorized Dealer,Trade-In
898,2024,11,8567.54,37.7,3229.96,30–44,Female,Wales,Pre-Owned Dealer,Sell Within 3y
899,2024,5,3369.06,34.7,1169.06,30–44,Male,North England,Authorized Dealer,Sell Within 3y
900,2024,8,13027.88,39.3,5119.96,Under 30,Male,South East,Authorized Dealer,Sell Within 3y
901,2024,6,2786.32,34.6,964.07,45–59,Male,Midlands,Authorized Dealer,Trade-In
902,2024,2,8631.51,37.9,3271.34,45–59,Male,London,Authorized Dealer,Trade-In
903,2023,7,8227.49,33.5,2756.21,60+,Male,South East,Authorized Dealer,Hold Long-Term
904,2023,11,5223.08,38.0,1984.77,45–59,Male,South East,Authorized Dealer,Sell Within 3y
905,2023,11,5516.99,31.6,1743.37,45–59,Female,Midlands,Pre-Owned Dealer,Sell Within 3y
906,2024,11,3620.68,28.3,1024.65,45–59,Male,Scotland,Authorized Dealer,Sell Within 3y
907,2023,3,6895.82,38.8,2675.58,45–59,Male,Wales,Authorized Dealer,Hold Long-Term
908,2024,7,8203.97,43.2,3544.12,45–59,Female,North England,Pre-Owned Dealer,Trade-In
909,2023,1,5305.97,34.0,1804.03,45–59,Male,North England,Authorized Dealer,Hold Long-Term
910,2024,5,7834.29,23.6,1848.89,60+,Male,Wales,Authorized Dealer,Hold Long-Term
911,2023,7,8690.17,41.8,3632.49,60+,Male,South East,Authorized Dealer,Trade-In
912,2023,3,4845.62,36.9,1788.03,45–59,Male,Midlands,Authorized Dealer,Trade-In
913,2024,12,9292.54,47.8,4441.83,45–59,Male,Wales,Pre-Owned Dealer,Hold Long-Term
914,2023,5,7932.04,43.5,3450.44,60+,Male,Scotland,Authorized Dealer,Trade-In
915,2023,8,6795.88,33.6,2283.42,Under 30,Male,South East,Authorized Dealer,Trade-In
916,2023,9,8986.56,36.0,3235.16,45–59,Male,Scotland,Online Boutique,Sell Within 3y
917,2023,4,7481.19,38.7,2895.22,60+,Male,South East,Authorized Dealer,Trade-In
918,2024,3,4934.13,33.2,1638.13,45–59,Male,South East,Authorized Dealer,Hold Long-Term
919,2024,1,5097.1,44.1,2247.82,45–59,Female,Northern Ireland,Authorized Dealer,Trade-In
920,2024,10,7221.45,39.5,2852.47,45–59,Female,Wales,Authorized Dealer,Trade-In
921,2023,3,10279.82,32.4,3330.66,45–59,Male,Northern Ireland,Online Boutique,Trade-In
922,2024,12,7092.02,43.1,3056.66,30–44,Male,Midlands,Authorized Dealer,Hold Long-Term
923,2024,6,5637.53,29.9,1685.62,45–59,Male,London,Authorized Dealer,Hold Long-Term
924,2024,9,6710.3,39.3,2637.15,45–59,Female,South East,Authorized Dealer,Hold Long-Term
925,2024,2,4121.17,30.0,1236.35,60+,Male,Scotland,Authorized Dealer,Hold Long-Term
926,2024,1,10432.43,41.3,4308.59,30–44,Male,London,Authorized Dealer,Sell Within 3y
927,2023,12,11612.84,32.3,3750.95,60+,Male,London,Pre-Owned Dealer,Sell Within 3y
928,2023,4,12849.27,33.6,4317.35,30–44,Male,North England,Pre-Owned Dealer,Sell Within 3y
929,2024,1,9399.53,37.8,3553.02,30–44,Female,London,Pre-Owned Dealer,Sell Within 3y
930,2023,2,5027.05,38.0,1910.28,45–59,Male,London,Pre-Owned Dealer,Sell Within 3y
931,2023,11,6249.02,38.1,2380.88,45–59,Female,London,Authorized Dealer,Hold Long-Term
932,2024,8,5615.4,36.9,2072.08,45–59,Male,Wales,Authorized Dealer,Hold Long-Term
933,2023,8,7811.38,31.3,2444.96,30–44,Male,South East,Authorized Dealer,Trade-In
934,2024,4,11259.76,35.1,3952.18,45–59,Female,South East,Authorized Dealer,Trade-In
935,2023,11,2470.66,36.2,894.38,60+,Female,Midlands,Online Boutique,Hold Long-Term
936,2024,4,7740.47,37.8,2925.9,Under 30,Male,Midlands,Authorized Dealer,Sell Within 3y
937,2024,1,7260.34,33.3,2417.69,30–44,Male,Northern Ireland,Authorized Dealer,Sell Within 3y
938,2024,1,7348.85,39.9,2932.19,45–59,Male,South East,Authorized Dealer,Hold Long-Term
939,2023,10,8566.43,34.0,2912.59,Under 30,Female,Midlands,Authorized Dealer,Hold Long-Term
940,2023,8,4643.78,32.9,1527.8,45–59,Male,South East,Authorized Dealer,Hold Long-Term
941,2024,3,9556.57,31.4,3000.76,45–59,Female,Northern Ireland,Pre-Owned Dealer,Hold Long-Term
942,2024,9,7467.75,31.3,2337.41,45–59,Male,Midlands,Authorized Dealer,Hold Long-Term
943,2024,10,6057.2,31.0,1877.73,45–59,Male,South East,Authorized Dealer,Trade-In
944,2023,7,6623.08,32.8,2172.37,45–59,Female,Northern Ireland,Authorized Dealer,Hold Long-Term
945,2023,8,5531.86,43.3,2395.3,45–59,Male,North England,Authorized Dealer,Trade-In
946,2023,2,6810.71,36.2,2465.48,Under 30,Female,North England,Authorized Dealer,Hold Long-Term
947,2023,10,8288.21,45.0,3729.69,45–59,Male,Midlands,Pre-Owned Dealer,Hold Long-Term
948,2023,9,3943.94,27.2,1072.75,60+,Male,Scotland,Online Boutique,Hold Long-Term
949,2024,2,5726.06,40.1,2296.15,30–44,Female,Wales,Authorized Dealer,Hold Long-Term
950,2023,12,5454.44,39.4,2149.05,30–44,Male,North England,Authorized Dealer,Hold Long-Term
951,2024,12,6478.24,27.6,1787.99,Under 30,Female,Northern Ireland,Authorized Dealer,Trade-In
952,2023,11,5867.89,36.9,2165.25,30–44,Female,Wales,Authorized Dealer,Trade-In
953,2023,5,3257.78,37.0,1205.38,30–44,Male,London,Authorized Dealer,Trade-In
954,2024,12,7899.05,38.0,3001.64,45–59,Male,North England,Pre-Owned Dealer,Trade-In
955,2023,8,10550.75,32.9,3471.2,45–59,Male,Wales,Pre-Owned Dealer,Trade-In
956,2023,11,4972.96,38.3,1904.64,30–44,Female,London,Authorized Dealer,Sell Within 3y
957,2024,11,7008.33,41.2,2887.43,60+,Male,London,Authorized Dealer,Trade-In
958,2024,9,4991.21,31.0,1547.28,45–59,Male,London,Pre-Owned Dealer,Hold Long-Term
959,2023,1,7107.17,34.1,2423.54,45–59,Male,Midlands,Authorized Dealer,Sell Within 3y
960,2023,3,6033.67,39.1,2359.16,45–59,Male,London,Authorized Dealer,Sell Within 3y
961,2024,9,10153.1,31.5,3198.23,45–59,Male,London,Authorized Dealer,Hold Long-Term
962,2024,12,5265.5,40.4,2127.26,30–44,Male,London,Authorized Dealer,Trade-In
963,2023,2,8478.52,36.1,3060.75,45–59,Female,North England,Authorized Dealer,Hold Long-Term
964,2023,3,4936.91,40.6,2004.39,45–59,Male,London,Authorized Dealer,Sell Within 3y
965,2024,2,5304.49,20.9,1108.64,45–59,Male,Wales,Authorized Dealer,Hold Long-Term
966,2024,5,6861.62,40.8,2799.54,45–59,Male,London,Authorized Dealer,Hold Long-Term
967,2024,9,3434.63,38.5,1322.33,Under 30,Male,North England,Authorized Dealer,Hold Long-Term
968,2023,12,4621.19,39.4,1820.75,60+,Female,South East,Authorized Dealer,Hold Long-Term
969,2024,4,9130.21,32.5,2967.32,30–44,Male,London,Authorized Dealer,Trade-In
970,2023,12,5001.67,44.4,2220.74,45–59,Male,South East,Authorized Dealer,Hold Long-Term
971,2023,6,3846.48,32.3,1242.41,30–44,Male,North England,Authorized Dealer,Trade-In
972,2024,4,3711.47,40.7,1510.57,45–59,Male,Midlands,Authorized Dealer,Sell Within 3y
973,2024,10,6777.83,35.7,2419.69,30–44,Male,London,Authorized Dealer,Hold Long-Term
974,2023,12,5254.12,26.6,1397.6,60+,Male,Midlands,Authorized Dealer,Hold Long-Term
975,2024,4,6690.09,39.3,2629.21,30–44,Male,London,Authorized Dealer,Hold Long-Term
976,2023,2,2154.6,36.3,782.12,60+,Male,London,Authorized Dealer,Sell Within 3y
977,2024,5,4760.94,32.3,1537.78,45–59,Female,South East,Authorized Dealer,Trade-In
978,2023,3,4793.97,35.3,1692.27,30–44,Male,London,Pre-Owned Dealer,Hold Long-Term
979,2023,3,8815.44,49.8,4390.09,Under 30,Female,South East,Authorized Dealer,Hold Long-Term
980,2024,1,9263.99,32.7,3029.32,45–59,Male,North England,Online Boutique,Hold Long-Term
981,2024,4,8477.54,41.1,3484.27,60+,Male,London,Online Boutique,Hold Long-Term
982,2024,9,2931.27,35.3,1034.74,45–59,Male,North England,Authorized Dealer,Hold Long-Term
983,2024,10,9117.73,37.0,3373.56,45–59,Male,London,Pre-Owned Dealer,Hold Long-Term
984,2023,1,10496.11,40.8,4282.41,60+,Male,Northern Ireland,Pre-Owned Dealer,Sell Within 3y
985,2023,2,4734.41,40.8,1931.64,30–44,Male,London,Authorized Dealer,Hold Long-Term
986,2024,7,7261.22,38.1,2766.52,60+,Male,Midlands,Authorized Dealer,Sell Within 3y
987,2023,10,7695.2,31.0,2385.51,30–44,Male,North England,Pre-Owned Dealer,Sell Within 3y
988,2024,6,5508.81,37.4,2060.29,60+,Female,London,Authorized Dealer,Hold Long-Term
989,2024,9,6840.21,37.2,2544.56,45–59,Male,South East,Authorized Dealer,Trade-In
990,2024,4,4709.94,33.0,1554.28,45–59,Female,Midlands,Online Boutique,Sell Within 3y
991,2023,2,6916.19,30.7,2123.27,60+,Male,Scotland,Authorized Dealer,Hold Long-Term
992,2024,9,6169.89,42.1,2597.52,45–59,Female,South East,Authorized Dealer,Sell Within 3y
993,2024,11,7227.15,30.2,2182.6,60+,Male,London,Authorized Dealer,Trade-In
994,2024,8,13829.98,39.5,5462.84,45–59,Non-binary/Other,North England,Pre-Owned Dealer,Trade-In
995,2023,11,4269.75,32.3,1379.13,45–59,Female,London,Authorized Dealer,Trade-In
996,2024,5,10441.92,39.4,4114.12,45–59,Male,North England,Online Boutique,Trade-In
997,2024,8,6765.56,26.3,1779.34,Under 30,Male,London,Authorized Dealer,Hold Long-Term
998,2023,3,6556.92,40.4,2649.0,30–44,Male,South East,Authorized Dealer,Sell Within 3y
999,2023,6,2804.73,34.5,967.63,30–44,Male,South East,Online Boutique,Hold Long-Term
1000,2023,11,9620.4,31.3,3011.19,45–59,Male,South East,Pre-Owned Dealer,Sell Within 3y
1001,2024,5,4109.39,46.0,1890.32,60+,Male,Midlands,Authorized Dealer,Hold Long-Term
1002,2023,8,4477.85,35.9,1607.55,30–44,Male,South East,Authorized Dealer,Sell Within 3y
1003,2024,12,5858.38,37.1,2173.46,60+,Male,Scotland,Authorized Dealer,Hold Long-Term
1004,2024,12,5734.08,36.8,2110.14,30–44,Male,North England,Authorized Dealer,Trade-In
1005,2024,7,4621.72,39.9,1844.07,45–59,Male,South East,Authorized Dealer,Sell Within 3y
1006,2023,3,11671.45,33.4,3898.26,60+,Female,London,Online Boutique,Sell Within 3y
1007,2024,3,8545.96,44.1,3768.77,45–59,Non-binary/Other,London,Authorized Dealer,Hold Long-Term
1008,2023,12,17147.6,32.0,5487.23,60+,Male,London,Authorized Dealer,Trade-In
1009,2024,11,4867.5,33.3,1620.88,Under 30,Male,Scotland,Authorized Dealer,Trade-In
1010,2023,12,4784.8,37.1,1775.16,45–59,Male,London,Authorized Dealer,Hold Long-Term
1011,2024,2,14401.9,46.7,6725.69,60+,Male,Midlands,Authorized Dealer,Hold Long-Term
1012,2023,12,3959.86,33.7,1334.47,45–59,Male,Midlands,Authorized Dealer,Sell Within 3y
1013,2023,8,7360.94,38.1,2804.52,60+,Male,South East,Authorized Dealer,Trade-In
1014,2024,6,5837.78,33.9,1979.01,30–44,Male,Midlands,Authorized Dealer,Trade-In
1015,2023,7,5948.18,32.3,1921.26,45–59,Male,Scotland,Authorized Dealer,Hold Long-Term
1016,2024,10,3749.94,37.5,1406.23,45–59,Male,North England,Authorized Dealer,Hold Long-Term
1017,2024,9,5035.91,43.5,2190.62,45–59,Male,North England,Authorized Dealer,Trade-In
1018,2023,6,14475.83,29.5,4270.37,45–59,Male,Wales,Authorized Dealer,Hold Long-Term
1019,2024,2,7058.56,37.3,2632.84,Under 30,Male,Midlands,Authorized Dealer,Trade-In
1020,2024,10,12126.13,38.7,4692.81,30–44,Male,South East,Authorized Dealer,Sell Within 3y
1021,2023,4,5152.69,35.0,1803.44,60+,Male,London,Authorized Dealer,Hold Long-Term
1022,2024,4,7011.68,34.5,2419.03,30–44,Female,London,Pre-Owned Dealer,Trade-In
1023,2023,2,8609.65,32.1,2763.7,45–59,Male,Midlands,Pre-Owned Dealer,Sell Within 3y
1024,2024,10,8560.37,34.0,2910.53,45–59,Female,Scotland,Pre-Owned Dealer,Trade-In
1025,2023,8,6161.51,33.2,2045.62,60+,Male,London,Pre-Owned Dealer,Hold Long-Term
1026,2023,2,6830.51,40.8,2786.85,45–59,Female,London,Authorized Dealer,Hold Long-Term
1027,2024,10,10297.96,33.0,3398.33,45–59,Female,South East,Online Boutique,Trade-In
1028,2023,4,7561.74,37.6,2843.21,60+,Male,South East,Authorized Dealer,Trade-In
1029,2024,9,3274.3,42.4,1388.3,45–59,Female,South East,Pre-Owned Dealer,Sell Within 3y
1030,2024,6,5213.29,31.1,1621.33,60+,Female,South East,Online Boutique,Sell Within 3y
1031,2023,7,4274.73,31.5,1346.54,30–44,Female,North England,Authorized Dealer,Hold Long-Term
1032,2024,2,3378.38,36.3,1226.35,45–59,Male,London,Authorized Dealer,Hold Long-Term
1033,2023,3,9190.37,33.3,3060.39,45–59,Male,North England,Authorized Dealer,Hold Long-Term
1034,2024,4,10212.92,40.9,4177.08,60+,Male,Midlands,Authorized Dealer,Hold Long-Term
1035,2024,6,4887.23,40.0,1954.89,60+,Male,London,Pre-Owned Dealer,Sell Within 3y
1036,2024,9,5860.54,37.6,2203.56,30–44,Male,Scotland,Authorized Dealer,Sell Within 3y
1037,2023,6,14693.49,42.0,6171.27,30–44,Male,South East,Authorized Dealer,Trade-In
1038,2023,9,6248.31,34.6,2161.92,45–59,Male,North England,Authorized Dealer,Hold Long-Term
1039,2024,6,6429.47,36.6,2353.19,Under 30,Male,North England,Pre-Owned Dealer,Sell Within 3y
1040,2023,11,7542.13,42.0,3167.69,30–44,Male,London,Authorized Dealer,Trade-In
1041,2024,1,11211.34,48.2,5403.87,45–59,Male,North England,Online Boutique,Trade-In
1042,2024,11,8141.9,34.1,2776.39,60+,Male,London,Authorized Dealer,Trade-In
1043,2024,2,10229.24,34.6,3539.32,30–44,Male,London,Pre-Owned Dealer,Hold Long-Term
1044,2024,4,4527.7,44.0,1992.19,45–59,Male,Wales,Authorized Dealer,Trade-In
1045,2024,10,9410.47,36.5,3434.82,45–59,Non-binary/Other,London,Authorized Dealer,Hold Long-Term
1046,2024,9,6444.46,29.0,1868.89,60+,Female,North England,Authorized Dealer,Sell Within 3y
1047,2024,8,4836.34,38.4,1857.15,60+,Male,Scotland,Authorized Dealer,Sell Within 3y
1048,2023,2,8322.71,36.2,3012.82,45–59,Male,South East,Authorized Dealer,Trade-In
1049,2024,2,18427.25,37.0,6818.08,60+,Male,London,Online Boutique,Hold Long-Term
1050,2024,9,7283.01,40.9,2978.75,30–44,Female,Scotland,Pre-Owned Dealer,Hold Long-Term
1051,2023,9,10093.47,33.7,3401.5,30–44,Male,North England,Pre-Owned Dealer,Sell Within 3y
1052,2023,1,6012.52,33.5,2014.19,45–59,Female,Midlands,Authorized Dealer,Trade-In
1053,2024,5,3594.11,32.7,1175.27,30–44,Male,London,Authorized Dealer,Sell Within 3y
1054,2024,1,8316.04,42.4,3526.0,45–59,Male,North England,Pre-Owned Dealer,Sell Within 3y
1055,2023,11,4466.54,37.8,1688.35,60+,Male,North England,Authorized Dealer,Sell Within 3y
1056,2023,11,6111.36,23.2,1417.84,45–59,Male,London,Authorized Dealer,Hold Long-Term
1057,2024,2,14654.01,41.0,6008.14,Under 30,Male,London,Authorized Dealer,Hold Long-Term
1058,2024,9,3253.28,38.4,1249.26,60+,Male,North England,Authorized Dealer,Sell Within 3y
1059,2023,1,7720.09,22.2,1713.86,45–59,Female,Wales,Authorized Dealer,Sell Within 3y
1060,2023,4,8213.84,44.4,3646.94,45–59,Female,Midlands,Authorized Dealer,Sell Within 3y
1061,2024,10,7605.66,45.5,3460.58,60+,Male,London,Authorized Dealer,Hold Long-Term
1062,2024,9,5291.01,36.8,1947.09,30–44,Male,North England,Online Boutique,Sell Within 3y
1063,2024,11,7209.52,39.5,2847.76,30–44,Male,South East,Pre-Owned Dealer,Trade-In
1064,2024,4,4570.67,34.2,1563.17,45–59,Female,Midlands,Authorized Dealer,Trade-In
1065,2024,7,12434.14,33.8,4202.74,45–59,Male,South East,Pre-Owned Dealer,Sell Within 3y
1066,2024,7,7138.33,42.0,2998.1,45–59,Male,London,Authorized Dealer,Hold Long-Term
1067,2023,5,11329.91,34.0,3852.17,60+,Male,South East,Authorized Dealer,Hold Long-Term
1068,2023,10,5959.72,33.9,2020.35,30–44,Male,South East,Pre-Owned Dealer,Sell Within 3y
1069,2023,6,9475.04,38.5,3647.89,60+,Male,North England,Authorized Dealer,Sell Within 3y
1070,2024,3,8825.02,29.1,2568.08,45–59,Male,Wales,Authorized Dealer,Sell Within 3y
1071,2023,5,4238.55,33.9,1436.87,60+,Female,South East,Authorized Dealer,Sell Within 3y
1072,2024,5,12624.94,40.1,5062.6,30–44,Male,North England,Pre-Owned Dealer,Trade-In
1073,2023,11,19751.95,27.1,5352.78,30–44,Female,London,Authorized Dealer,Hold Long-Term
1074,2024,5,10261.21,35.3,3622.21,45–59,Male,London,Authorized Dealer,Hold Long-Term
1075,2023,11,3915.14,33.9,1327.23,60+,Male,London,Authorized Dealer,Hold Long-Term
1076,2023,9,4787.5,32.1,1536.79,Under 30,Male,Midlands,Authorized Dealer,Trade-In
1077,2023,6,2750.8,29.7,816.99,30–44,Female,Scotland,Authorized Dealer,Hold Long-Term
1078,2023,3,4846.72,31.2,1512.18,Under 30,Male,South East,Authorized Dealer,Sell Within 3y
1079,2023,12,13620.33,32.4,4412.99,45–59,Female,North England,Pre-Owned Dealer,Sell Within 3y
1080,2023,8,10139.62,31.8,3224.4,30–44,Female,North England,Authorized Dealer,Hold Long-Term
1081,2024,11,4559.16,34.6,1577.47,45–59,Male,North England,Authorized Dealer,Hold Long-Term
1082,2023,10,4041.74,33.8,1366.11,45–59,Male,Midlands,Authorized Dealer,Trade-In
1083,2024,6,5169.58,30.7,1587.06,45–59,Male,London,Authorized Dealer,Hold Long-Term
1084,2023,3,10339.83,37.5,3877.44,30–44,Male,Scotland,Authorized Dealer,Sell Within 3y
1085,2023,6,8163.46,37.2,3036.81,30–44,Male,Midlands,Authorized Dealer,Hold Long-Term
1086,2024,5,12187.71,28.9,3522.25,45–59,Male,Northern Ireland,Authorized Dealer,Sell Within 3y
1087,2023,5,5183.02,41.0,2125.04,30–44,Female,North England,Authorized Dealer,Sell Within 3y
1088,2023,1,7043.4,34.9,2458.15,30–44,Male,London,Authorized Dealer,Sell Within 3y
1089,2023,7,5041.19,38.8,1955.98,45–59,Female,North England,Authorized Dealer,Hold Long-Term
1090,2024,7,6195.72,32.3,2001.22,45–59,Male,London,Authorized Dealer,Trade-In
1091,2024,1,5921.44,30.6,1811.96,60+,Male,South East,Authorized Dealer,Sell Within 3y
1092,2023,7,5955.55,36.1,2149.95,45–59,Male,South East,Online Boutique,Sell Within 3y
1093,2023,5,8487.63,31.0,2631.17,45–59,Male,London,Authorized Dealer,Trade-In
1094,2023,9,5550.03,40.9,2269.96,60+,Female,Scotland,Authorized Dealer,Hold Long-Term
1095,2023,12,6334.24,46.5,2945.42,30–44,Male,London,Authorized Dealer,Sell Within 3y
1096,2023,7,4699.07,39.7,1865.53,Under 30,Non-binary/Other,North England,Authorized Dealer,Sell Within 3y
1097,2024,11,10869.12,36.0,3912.88,45–59,Female,Midlands,Authorized Dealer,Hold Long-Term
1098,2023,11,13375.09,33.9,4534.16,Under 30,Male,North England,Authorized Dealer,Hold Long-Term
1099,2024,2,14688.94,31.8,4671.08,Under 30,Male,South East,Authorized Dealer,Trade-In
1100,2023,11,9307.93,34.9,3248.47,30–44,Male,London,Authorized Dealer,Sell Within 3y
1101,2024,3,6626.21,31.8,2107.13,60+,Non-binary/Other,Midlands,Authorized Dealer,Sell Within 3y
1102,2024,2,4633.51,32.9,1524.42,45–59,Male,Midlands,Authorized Dealer,Sell Within 3y
1103,2023,3,4412.87,42.5,1875.47,Under 30,Female,South East,Pre-Owned Dealer,Trade-In
1104,2024,8,6521.07,34.2,2230.21,45–59,Male,London,Pre-Owned Dealer,Sell Within 3y
1105,2024,1,4095.73,39.7,1626.0,30–44,Male,London,Authorized Dealer,Sell Within 3y
1106,2024,9,9126.5,41.2,3760.12,30–44,Male,London,Authorized Dealer,Sell Within 3y
1107,2023,8,7442.66,36.7,2731.46,45–59,Male,South East,Authorized Dealer,Trade-In
1108,2023,6,3935.05,37.9,1491.38,45–59,Male,Scotland,Authorized Dealer,Hold Long-Term
1109,2024,1,6173.77,36.9,2278.12,Under 30,Male,Midlands,Authorized Dealer,Trade-In
1110,2023,4,9459.47,32.0,3027.03,45–59,Male,London,Authorized Dealer,Hold Long-Term
1111,2024,7,10694.9,34.8,3721.83,45–59,Male,Midlands,Authorized Dealer,Trade-In
1112,2024,2,7358.18,39.4,2899.12,60+,Male,Northern Ireland,Authorized Dealer,Hold Long-Term
1113,2024,8,8709.76,29.4,2560.67,30–44,Male,Midlands,Authorized Dealer,Hold Long-Term
1114,2024,10,7694.33,33.5,2577.6,45–59,Male,London,Authorized Dealer,Hold Long-Term
1115,2024,10,5649.64,38.1,2152.51,Under 30,Female,London,Authorized Dealer,Trade-In
1116,2023,1,7191.97,38.8,2790.48,60+,Male,North England,Authorized Dealer,Sell Within 3y
1117,2023,6,7127.01,36.2,2579.98,30–44,Female,London,Authorized Dealer,Trade-In
1118,2023,7,5377.11,34.3,1844.35,60+,Female,London,Authorized Dealer,Sell Within 3y
1119,2024,4,7488.91,38.1,2853.27,60+,Male,South East,Pre-Owned Dealer,Trade-In
1120,2024,12,6730.38,37.4,2517.16,60+,Female,London,Online Boutique,Hold Long-Term
1121,2024,5,7905.34,36.3,2869.64,45–59,Male,Wales,Authorized Dealer,Trade-In
1122,2023,9,6824.42,36.2,2470.44,45–59,Male,North England,Authorized Dealer,Hold Long-Term
1123,2024,8,6765.5,37.7,2550.59,60+,Male,South East,Authorized Dealer,Hold Long-Term
1124,2023,2,3305.59,33.1,1094.15,45–59,Male,Wales,Authorized Dealer,Sell Within 3y
1125,2023,1,17333.02,41.0,7106.54,30–44,Male,Scotland,Online Boutique,Trade-In
1126,2023,11,9052.91,42.4,3838.43,45–59,Male,Northern Ireland,Authorized Dealer,Hold Long-Term
1127,2024,4,8085.22,34.9,2821.74,30–44,Male,North England,Authorized Dealer,Sell Within 3y
1128,2024,8,13710.88,24.5,3359.17,45–59,Male,London,Authorized Dealer,Trade-In
1129,2024,6,10109.45,30.1,3042.94,45–59,Male,Midlands,Pre-Owned Dealer,Sell Within 3y
1130,2024,10,8227.18,39.6,3257.96,45–59,Female,South East,Authorized Dealer,Hold Long-Term
1131,2024,7,8837.41,31.2,2757.27,60+,Male,North England,Authorized Dealer,Hold Long-Term
1132,2024,4,13214.89,38.4,5074.52,60+,Male,London,Authorized Dealer,Trade-In
1133,2024,3,7556.3,29.8,2251.78,60+,Male,North England,Authorized Dealer,Hold Long-Term
1134,2024,12,3979.35,38.8,1543.99,45–59,Male,Scotland,Authorized Dealer,Trade-In
1135,2024,9,3733.08,36.6,1366.31,60+,Male,Wales,Authorized Dealer,Sell Within 3y
1136,2023,9,11806.52,36.1,4262.15,30–44,Male,South East,Authorized Dealer,Trade-In
